objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,contact_name,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification,Representation,Instruction,User Query,Explanation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,very close,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,very close,close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,very close,close,FALSE,none:none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,very close,close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,close,close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,close,close,FALSE,none,very fast,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,close,close,FALSE,none,fast,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,close,close,HENRY,none,fast,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,close,nearby,FALSE,none,fast,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,close,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,nearby,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,far,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,far,far,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,far,far,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,very far,far,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point5,obstacle_0,very far,far,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point6,obstacle_0,very far,far,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point6,obstacle_0,very far,very far,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,very far,very far,FALSE,none,fast,northeast,northwest,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,very far,very far,FALSE,none,fast,northwest,northwest,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_0,very far,very far,FALSE,none,fast,northwest,northwest,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_0,very far,very far,FALSE,none,fast,northwest,southwest,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_0,very far,very far,FALSE,none,fast,southwest,southwest,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_0,very far,very far,FALSE,none,fast,southwest,southwest,TRUE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_0,very far,very far,FALSE,none,fast,southwest,southwest,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_0,very far,far,FALSE,none,fast,southwest,southwest,FALSE,southeast,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_4,very far,far,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_4,far,far,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,loiter,,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_4,far,far,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_4",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_4,nearby,far,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_4",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_2,nearby,far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_4",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_2,far,far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_4",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_2,far,far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_4,avd_obstacles_avd_obstacles_ob_2",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_2,nearby,far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_4,avd_obstacles_avd_obstacles_ob_2",,,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_2,nearby,far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",,,none,none,,,,
