objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,very fast,southeast,southeast,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area while avoiding an obstacle instead of returning to its starting point?,"Alpha is currently deployed and on its way to point 3 with a southeast heading and at a very fast speed. It has encountered an obstacle named ""obstacle_b"" in the northeast direction, which is nearby. To ensure the safety of the vehicle and avoid the obstacle, it is surveying the area while avoiding the obstacle instead of returning to its starting point.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_b
Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,very fast,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of staying idle?,"Alpha is currently surveying an area and has encountered obstacle B, which is nearby in the northeast direction. To avoid the obstacle and continue with its task, Alpha modifies its trajectory and moves in a southeast heading at a very fast speed. Staying idle would prevent Alpha from completing its objective of surveying the designated points.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'None'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,max speed,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of staying idle?,Alpha is currently surveying an area and avoiding obstacle B while executing its task. This behavior allows the vehicle to continue its survey while maneuvering around the obstacle. Staying idle would only be considered if the vehicle is no longer deployed.,"Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'None'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,very fast,southeast,east,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'east', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of returning to its starting position?,Alpha is currently in the process of surveying an area and avoiding obstacle B while moving at a very fast speed with a southeast heading. Returning to its starting position would mean aborting the survey task prematurely.,"Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,very fast,southeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of staying idle?,"Alpha is currently surveying an area and encountering obstacle B. To avoid the obstacle, it is executing a modified trajectory. Staying idle would not be a suitable alternative as it would not allow the vehicle to continue its surveying task.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'None'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,in-transit,point3,very fast,southeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of returning to its starting position?,"Alpha is currently surveying an area and has encountered obstacle B with a close proximity. Instead of returning to its starting position, Alpha has modified its trajectory to avoid obstacle B while continuing its survey. Returning to the starting position would interrupt the surveying task.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,very close,False,in-transit,point3,very fast,southeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of returning to its starting position?,Alpha is currently on its way to point 3 while surveying the area and avoiding obstacle B. The reason it is not returning to its starting position is because it is still in the process of completing its survey task.,"Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,very close,False,in-transit,point3,very fast,northeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of staying idle?,"Alpha is currently surveying an area with a modified trajectory while avoiding obstacle B in the northeast direction and moving at a very fast speed. The reason for this behavior is that the vehicle has detected obstacle B in very close proximity and has not resolved it yet. To ensure the safety and completion of its task, the vehicle is actively surveying the area while avoiding the obstacle.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'None'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,very close,False,in-transit,point3,very fast,northeast,northeast,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of staying idle?,"Alpha is currently surveying an area with a modified trajectory while avoiding obstacle B to ensure that it completes its objective of visiting all the specified points and returning to the starting position. The vessel has the capability to navigate around the obstacle while continuing its survey. If the vessel were to stay idle, it would not be able to complete its mission.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'None'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,in-transit,point3,very fast,northeast,northeast,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle b instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and has encountered obstacle B in its path. Instead of immediately returning to its starting position, Alpha chooses to modify its trajectory and avoid the obstacle while continuing its survey. This allows Alpha to collect data from all points before returning.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_b', Modified: 'Waypt_return'"
